site_id,study_id,latitude,longitude,crop,management,ab_wildbees,ab_bombus,total_sampled_time,sampling_year,sampling_abundance
Nich_VTblu_Site_10,Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,44.3688490193,-73.014138027,Vaccinium corymbosum,organic,57.0,34.0,160.0,2014,sweep net
Nich_VTblu_Site_10,Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,44.3688490193,-73.014138027,Vaccinium corymbosum,organic,38.0,32.0,100.0,2015,sweep net
Nich_VTblu_Site_10,Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,44.3688490193,-73.014138027,Vaccinium corymbosum,organic,30.0,23.0,60.0,2013,sweep net
Nich_VTblu_Site_11,Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,44.533144,-73.184739,Vaccinium corymbosum,conventional,47.0,24.0,120.0,2014,sweep net
Nich_VTblu_Site_11,Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,44.533144,-73.184739,Vaccinium corymbosum,conventional,28.0,17.0,100.0,2015,sweep net
Nich_VTblu_Site_11,Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,44.533144,-73.184739,Vaccinium corymbosum,conventional,23.0,26.0,80.0,2013,sweep net
Nich_VTblu_Site_12,Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,44.4747230566,-73.0565947991,Vaccinium corymbosum,conventional,37.0,24.0,140.0,2014,sweep net
Nich_VTblu_Site_12,Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,44.4747230566,-73.0565947991,Vaccinium corymbosum,conventional,12.0,14.0,40.0,2015,sweep net
Nich_VTblu_Site_12,Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,44.4747230566,-73.0565947991,Vaccinium corymbosum,conventional,35.0,20.0,40.0,2013,sweep net
Nich_VTblu_Site_13,Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,44.2948077174,-73.2590273474,Vaccinium corymbosum,conventional,10.0,19.0,120.0,2014,sweep net
Nich_VTblu_Site_13,Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,44.2948077174,-73.2590273474,Vaccinium corymbosum,conventional,3.0,7.0,40.0,2015,sweep net
Nich_VTblu_Site_13,Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,44.2948077174,-73.2590273474,Vaccinium corymbosum,conventional,6.0,11.0,60.0,2013,sweep net
Nich_VTblu_Site_14,Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,44.5276604202,-73.2035236401,Vaccinium corymbosum,conventional,46.0,22.0,160.0,2014,sweep net
Nich_VTblu_Site_14,Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,44.5276604202,-73.2035236401,Vaccinium corymbosum,conventional,23.0,4.0,60.0,2015,sweep net
Nich_VTblu_Site_14,Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,44.5276604202,-73.2035236401,Vaccinium corymbosum,conventional,27.0,21.0,80.0,2013,sweep net
Nich_VTblu_Site_15,Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,44.6131031472,-73.086652461,Vaccinium corymbosum,organic,16.0,61.0,60.0,2013,sweep net
2,Christof_Schuepp_Prunus_avium_Switzerland_2011,47.1046834362074,7.3510507033829,Prunus avium,unmanaged,1.0,0.0,90.0,2011,focal observations
9,Christof_Schuepp_Prunus_avium_Switzerland_2011,47.0446672220971,7.44180262206297,Prunus avium,unmanaged,1.0,0.0,90.0,2011,focal observations
11,Christof_Schuepp_Prunus_avium_Switzerland_2011,47.0111341608516,7.36156800810066,Prunus avium,unmanaged,4.0,0.0,90.0,2011,focal observations
12,Christof_Schuepp_Prunus_avium_Switzerland_2011,46.9911050354719,7.34194397246877,Prunus avium,unmanaged,1.0,0.0,90.0,2011,focal observations
16,Christof_Schuepp_Prunus_avium_Switzerland_2011,46.9165094138281,7.26106859114582,Prunus avium,unmanaged,1.0,0.0,90.0,2011,focal observations
20,Christof_Schuepp_Prunus_avium_Switzerland_2011,46.9982413151417,7.30131778654013,Prunus avium,unmanaged,1.0,0.0,90.0,2011,focal observations
24,Christof_Schuepp_Prunus_avium_Switzerland_2011,47.0448592624336,7.35276810372994,Prunus avium,unmanaged,1.0,0.0,90.0,2011,focal observations
25,Christof_Schuepp_Prunus_avium_Switzerland_2011,47.0155745423849,7.53381226800864,Prunus avium,unmanaged,3.0,0.0,90.0,2011,focal observations
26,Christof_Schuepp_Prunus_avium_Switzerland_2011,47.1549399702978,7.49593651125484,Prunus avium,unmanaged,4.0,0.0,90.0,2011,focal observations
27,Christof_Schuepp_Prunus_avium_Switzerland_2011,47.079799337558,7.46254318953969,Prunus avium,unmanaged,1.0,0.0,90.0,2011,focal observations
30,Christof_Schuepp_Prunus_avium_Switzerland_2011,47.167622670124,7.5119089583646,Prunus avium,unmanaged,1.0,0.0,90.0,2011,focal observations
AR,Claire_Kremen_Fragaria_ananassa_USA_2012,36.3722,-121.51261,Fragaria x ananassa,organic,134.0,22.0,120.0,2012,transects
C,Claire_Kremen_Fragaria_ananassa_USA_2012,36.83217,-121.7667,Fragaria x ananassa,organic,33.0,22.0,120.0,2012,transects
CB,Claire_Kremen_Fragaria_ananassa_USA_2012,36.91617,-121.83333,Fragaria x ananassa,organic,69.0,12.0,120.0,2012,transects
DS,Claire_Kremen_Fragaria_ananassa_USA_2012,36.89917,-121.64,Fragaria x ananassa,organic,11.0,0.0,120.0,2012,transects
F,Claire_Kremen_Fragaria_ananassa_USA_2012,37.02467,-121.935,Fragaria x ananassa,organic,325.0,0.0,120.0,2012,transects
FE,Claire_Kremen_Fragaria_ananassa_USA_2012,36.8915,-121.745,Fragaria x ananassa,organic,14.0,0.0,120.0,2012,transects
LE,Claire_Kremen_Fragaria_ananassa_USA_2012,36.9815,-121.785,Fragaria x ananassa,organic,76.0,0.0,120.0,2012,transects
M,Claire_Kremen_Fragaria_ananassa_USA_2012,36.9445,-121.78667,Fragaria x ananassa,organic,370.0,0.0,120.0,2012,transects
RB,Claire_Kremen_Fragaria_ananassa_USA_2012,36.67833,-121.68667,Fragaria x ananassa,organic,113.0,3.0,120.0,2012,transects
RF,Claire_Kremen_Fragaria_ananassa_USA_2012,36.66467,-121.545,Fragaria x ananassa,organic,72.0,26.0,120.0,2012,transects
RH,Claire_Kremen_Fragaria_ananassa_USA_2012,36.89633,-121.77667,Fragaria x ananassa,organic,24.0,1.0,120.0,2012,transects
RK,Claire_Kremen_Fragaria_ananassa_USA_2012,36.9045,-121.82,Fragaria x ananassa,organic,15.0,0.0,120.0,2012,transects
S,Claire_Kremen_Fragaria_ananassa_USA_2012,36.98883,-122.145,Fragaria x ananassa,organic,114.0,2.0,120.0,2012,transects
SH,Claire_Kremen_Fragaria_ananassa_USA_2012,37.0605,-122.15667,Fragaria x ananassa,organic,49.0,25.0,120.0,2012,transects
TB,Claire_Kremen_Fragaria_ananassa_USA_2012,36.9025,-121.73333,Fragaria x ananassa,organic,4.0,0.0,120.0,2012,transects
UC,Claire_Kremen_Fragaria_ananassa_USA_2012,36.9835,-122.05667,Fragaria x ananassa,organic,190.0,1.0,120.0,2012,transects
OS23,Dara_Stanley_Brassica_napus_Ireland_2009,52.72892,-6.56195,Brassica napus,conventional,0.0,10.0,78.4313725490196,2009,transects
OS24,Dara_Stanley_Brassica_napus_Ireland_2009,52.57463,-6.64081,Brassica napus,conventional,0.0,2.0,78.4313725490196,2009,transects
OS26,Dara_Stanley_Brassica_napus_Ireland_2009,52.77564,-6.92658,Brassica napus,conventional,2.0,28.0,78.4313725490196,2009,transects
OS27,Dara_Stanley_Brassica_napus_Ireland_2009,52.94156,-6.3387108,Brassica napus,conventional,1.0,13.0,78.4313725490196,2009,transects
OS29,Dara_Stanley_Brassica_napus_Ireland_2009,52.42036,-6.72643,Brassica napus,conventional,1.0,7.0,78.4313725490196,2009,transects
AK,Dara_Stanley_Brassica_napus_Ireland_2010,52.73080313,-6.56770855,Brassica napus,conventional,2.0,11.0,210.0,2010,focal observations
JL,Dara_Stanley_Brassica_napus_Ireland_2010,52.57597721,-6.63040624,Brassica napus,conventional,2.0,9.0,210.0,2010,focal observations
NJ,Dara_Stanley_Brassica_napus_Ireland_2010,52.8260031,-6.74837599,Brassica napus,conventional,1.0,1.0,210.0,2010,focal observations
He1P0,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,-16.124894,-47.877333,Phaseolus vulgaris L.,conventional,1.0,1.0,,2015-2016,sweep net
A1P1DF,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,-15.918783,-47.411775,Phaseolus vulgaris L.,conventional,14.0,0.0,,2015-2016,sweep net
A1P0GO,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,-16.217118,-47.54622,Phaseolus vulgaris L.,conventional,11.0,0.0,,2015-2016,sweep net
A2P0GO,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,-16.211006,-47.54372,Phaseolus vulgaris L.,conventional,2.0,0.0,,2015-2016,sweep net
A3P0GO,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,-16.207117,-47.541498,Phaseolus vulgaris L.,conventional,1.0,0.0,,2015-2016,sweep net
J1P0,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,-15.860727,-47.601498,Phaseolus vulgaris L.,conventional,7.0,1.0,,2015-2016,sweep net
W1P1NN,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,-15.855172,-47.554553,Phaseolus vulgaris L.,conventional,3.0,0.0,,2015-2016,sweep net
W1P0NN,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,-15.854061,-47.556498,Phaseolus vulgaris L.,conventional,1.0,0.0,,2015-2016,sweep net
W1P0S,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,-15.871561,-47.557886,Phaseolus vulgaris L.,conventional,1.0,0.0,,2015-2016,sweep net
W1P1NS,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,-15.861283,-47.555109,Phaseolus vulgaris L.,conventional,1.0,1.0,,2015-2016,sweep net
L1P1,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,-15.972117,-47.572609,Phaseolus vulgaris L.,conventional,4.0,0.0,,2015-2016,sweep net
L1P0,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,-15.969894,-47.575942,Phaseolus vulgaris L.,conventional,2.0,0.0,,2015-2016,sweep net
R1P0,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,-15.695727,-47.511219,Phaseolus vulgaris L.,conventional,2.0,5.0,,2015-2016,sweep net
R3P0,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,-15.696282,-47.501497,Phaseolus vulgaris L.,conventional,1.0,0.0,,2015-2016,sweep net
D1P0,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,-15.765449,-47.332885,Phaseolus vulgaris L.,conventional,0.0,2.0,,2015-2016,sweep net
R1P0N,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,-15.689338,-47.517886,Phaseolus vulgaris L.,conventional,1.0,0.0,,2016-2017,sweep net
R3P0N,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,-15.693782,-47.501219,Phaseolus vulgaris L.,conventional,0.0,0.01,,2016-2017,sweep net
R1P0S,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,-15.695449,-47.511775,Phaseolus vulgaris L.,conventional,1.0,0.02,,2016-2017,sweep net
J1P0N,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,-15.84841,-47.580789,Phaseolus vulgaris L.,conventional,5.0,0.0,,2016-2017,sweep net
J2P0N,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,-15.844894,-47.578164,Phaseolus vulgaris L.,conventional,3.0,0.0,,2016-2017,sweep net
J1P0S,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,-15.861561,-47.59122,Phaseolus vulgaris L.,conventional,21.01,0.01,,2016-2017,sweep net
J2P0S,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,-15.855449,-47.603442,Phaseolus vulgaris L.,conventional,1.0,0.0,,2016-2017,sweep net
clar1,David_Crowder_Brassica_napus_USA_2013,46.81185,-117.2215833,Brassica napus,conventional,0.0,3.0,30.0,2013,sweep net
clar2,David_Crowder_Brassica_napus_USA_2013,46.81383333,-117.1973667,Brassica napus,conventional,1.0,0.0,30.0,2013,sweep net
conr1,David_Crowder_Brassica_napus_USA_2013,46.80415,-117.3888167,Brassica napus,conventional,9.0,0.0,30.0,2013,sweep net
druf1,David_Crowder_Brassica_napus_USA_2013,46.5284,-117.1001167,Brassica napus,conventional,1.0,0.0,30.0,2013,sweep net
hinn1,David_Crowder_Brassica_napus_USA_2013,46.8398,-117.3381667,Brassica napus,conventional,4.0,0.0,30.0,2013,sweep net
hinn2,David_Crowder_Brassica_napus_USA_2013,46.82255,-117.27005,Brassica napus,conventional,3.0,0.0,30.0,2013,sweep net
jens1,David_Crowder_Brassica_napus_USA_2013,46.61418333,-117.0011667,Brassica napus,conventional,1.0,0.0,30.0,2013,sweep net
odbe1,David_Crowder_Brassica_napus_USA_2013,46.62156667,-116.87755,Brassica napus,conventional,2.0,0.0,30.0,2013,sweep net
pcfs2,David_Crowder_Brassica_napus_USA_2013,46.75708333,-117.1911,Brassica napus,conventional,4.0,0.0,30.0,2013,sweep net
stub3,David_Crowder_Brassica_napus_USA_2013,46.80275,-117.7483667,Brassica napus,conventional,3.0,0.0,30.0,2013,sweep net
stub7,David_Crowder_Brassica_napus_USA_2013,46.82483333,-117.8013833,Brassica napus,conventional,2.0,0.0,30.0,2013,sweep net
UIK,David_Crowder_Brassica_napus_USA_2013,46.58333333,-116.9490333,Brassica napus,conventional,1.0,0.0,30.0,2013,sweep net
UIP,David_Crowder_Brassica_napus_USA_2013,46.72315,-116.9525167,Brassica napus,conventional,2.0,0.0,30.0,2013,sweep net
winf1,David_Crowder_Brassica_napus_USA_2013,46.76711667,-117.2727833,Brassica napus,conventional,1.0,0.0,30.0,2013,sweep net
beck2,David_Crowder_Brassica_napus_USA_2014,46.52049516,-116.8654018,Brassica napus,conventional,4.0,0.0,30.0,2014,sweep net
clar4,David_Crowder_Brassica_napus_USA_2014,46.82851615,-117.1829879,Brassica napus,conventional,5.0,0.0,30.0,2014,sweep net
conr4,David_Crowder_Brassica_napus_USA_2014,46.80452402,-117.3863142,Brassica napus,conventional,6.0,0.0,30.0,2014,sweep net
conr5,David_Crowder_Brassica_napus_USA_2014,46.76715511,-117.4239025,Brassica napus,conventional,3.0,1.0,30.0,2014,sweep net
druf3,David_Crowder_Brassica_napus_USA_2014,46.54601958,-117.0951377,Brassica napus,conventional,1.0,0.0,30.0,2014,sweep net
jens3,David_Crowder_Brassica_napus_USA_2014,46.62818398,-116.9656215,Brassica napus,conventional,10.0,0.0,30.0,2014,sweep net
jens4,David_Crowder_Brassica_napus_USA_2014,46.5844899,-117.0123397,Brassica napus,conventional,2.0,0.0,30.0,2014,sweep net
odbe2,David_Crowder_Brassica_napus_USA_2014,46.5121441,-116.8315732,Brassica napus,conventional,5.0,1.0,30.0,2014,sweep net
olso3,David_Crowder_Brassica_napus_USA_2014,46.78988156,-117.8018531,Brassica napus,conventional,12.0,0.0,30.0,2014,sweep net
UIK2,David_Crowder_Brassica_napus_USA_2014,46.59202993,-116.9462683,Brassica napus,conventional,1.0,0.0,30.0,2014,sweep net
UIP4,David_Crowder_Brassica_napus_USA_2014,46.72732337,-116.9558962,Brassica napus,conventional,16.0,0.0,30.0,2014,sweep net
site_3,David_Crowder_Fragaria_ananassa_USA_2016,47.57,-122.316,Fragaria x ananassa,organic,1.0,12.0,60.0,2016,sweep net
site_5,David_Crowder_Fragaria_ananassa_USA_2016,47.57,-122.316,Fragaria x ananassa,organic,1.0,11.0,60.0,2016,sweep net
site_6,David_Crowder_Fragaria_ananassa_USA_2016,47.057,-122.97,Fragaria x ananassa,organic,2.0,30.0,60.0,2016,sweep net
site_7,David_Crowder_Fragaria_ananassa_USA_2016,47.057,-122.97,Fragaria x ananassa,organic,0.0,8.0,60.0,2016,sweep net
site_8,David_Crowder_Fragaria_ananassa_USA_2016,47.678,-121.949,Fragaria x ananassa,organic,1.0,1.0,60.0,2016,sweep net
site_13,David_Crowder_Fragaria_ananassa_USA_2016,47.678,-121.949,Fragaria x ananassa,organic,2.0,16.0,60.0,2016,sweep net
site_18,David_Crowder_Fragaria_ananassa_USA_2016,47.063,-122.926,Fragaria x ananassa,organic,2.0,12.0,60.0,2016,sweep net
site_23,David_Crowder_Fragaria_ananassa_USA_2016,47.063,-122.926,Fragaria x ananassa,organic,1.0,3.0,60.0,2016,sweep net
site_24,David_Crowder_Fragaria_ananassa_USA_2016,48.543,-122.413,Fragaria x ananassa,organic,1.0,2.0,60.0,2016,sweep net
site_25,David_Crowder_Fragaria_ananassa_USA_2016,48.543,-122.413,Fragaria x ananassa,organic,0.0,13.0,60.0,2016,sweep net
site_26,David_Crowder_Fragaria_ananassa_USA_2016,47.562,-122.303,Fragaria x ananassa,organic,1.0,2.0,60.0,2016,sweep net
site_29,David_Crowder_Fragaria_ananassa_USA_2016,47.562,-122.303,Fragaria x ananassa,organic,0.0,2.0,60.0,2016,sweep net
site_30,David_Crowder_Fragaria_ananassa_USA_2016,47.543,-122.287,Fragaria x ananassa,organic,3.0,0.0,60.0,2016,sweep net
site_34,David_Crowder_Fragaria_ananassa_USA_2016,47.671,-121.976,Fragaria x ananassa,organic,6.0,3.0,60.0,2016,sweep net
site_36,David_Crowder_Fragaria_ananassa_USA_2016,47.671,-121.976,Fragaria x ananassa,organic,1.0,10.0,60.0,2016,sweep net
1_Prod_Field,David_Kleijn_Allium_porrum_Italy_2012,41.249514,15.384286,Allium porrum,,18.0,6.0,10.0,2012,transects
1TT,David_Kleijn_Allium_porrum_Italy_2012,41.465556,15.088056,Allium porrum,,23.0,2.0,10.0,2012,transects
2TT,David_Kleijn_Allium_porrum_Italy_2012,41.242222,15.349722,Allium porrum,,21.0,21.0,10.0,2012,transects
3TT,David_Kleijn_Allium_porrum_Italy_2012,41.296667,15.58,Allium porrum,,6.0,0.0,10.0,2012,transects
4TT,David_Kleijn_Allium_porrum_Italy_2012,41.290892,15.440464,Allium porrum,,11.0,1.0,10.0,2012,transects
5TT,David_Kleijn_Allium_porrum_Italy_2012,41.275,15.5225,Allium porrum,,1.0,2.0,10.0,2012,transects
6TT,David_Kleijn_Allium_porrum_Italy_2012,41.358333,15.035,Allium porrum,,21.0,10.0,10.0,2012,transects
7TT,David_Kleijn_Allium_porrum_Italy_2012,41.173006,15.465022,Allium porrum,,2.0,0.0,10.0,2012,transects
8TT,David_Kleijn_Allium_porrum_Italy_2012,41.099167,15.323611,Allium porrum,,9.0,9.0,10.0,2012,transects
Prod. Bedr.,David_Kleijn_Allium_porrum_Italy_2012,41.314486,15.464256,Allium porrum,,9.0,0.0,10.0,2012,transects
Dreumel,David_Kleijn_Malus_domestica_Netherlands_2010,51.86754489,5.430759851,Malus domestica,conventional,18.0,6.0,,2010,transects
Echteld,David_Kleijn_Malus_domestica_Netherlands_2010,51.89446027,5.503424942,Malus domestica,conventional,9.0,5.0,,2010,transects
Heeselt,David_Kleijn_Malus_domestica_Netherlands_2010,51.81361496,5.343697266,Malus domestica,conventional,18.0,15.0,,2010,transects
Hurwenen,David_Kleijn_Malus_domestica_Netherlands_2010,51.79560244,5.28573089,Malus domestica,conventional,14.0,8.0,,2010,transects
Varik,David_Kleijn_Malus_domestica_Netherlands_2010,51.83159882,5.372694962,Malus domestica,conventional,24.0,16.0,,2010,transects
Zaltbommel,David_Kleijn_Malus_domestica_Netherlands_2010,51.81355054,5.256687134,Malus domestica,conventional,27.0,5.0,,2010,transects
Dreumel,David_Kleijn_Malus_domestica_Netherlands_2011,51.86754489,5.430759851,Malus domestica,conventional,32.0,21.0,,2011,transects
Echteld,David_Kleijn_Malus_domestica_Netherlands_2011,51.89446027,5.503424942,Malus domestica,conventional,11.0,7.0,,2011,transects
Heeselt,David_Kleijn_Malus_domestica_Netherlands_2011,51.81361496,5.343697266,Malus domestica,conventional,25.0,15.0,,2011,transects
Hurwenen,David_Kleijn_Malus_domestica_Netherlands_2011,51.79560244,5.28573089,Malus domestica,conventional,20.0,42.0,,2011,transects
Varik,David_Kleijn_Malus_domestica_Netherlands_2011,51.83159882,5.372694962,Malus domestica,conventional,16.0,12.0,,2011,transects
Zaltbommel,David_Kleijn_Malus_domestica_Netherlands_2011,51.81355054,5.256687134,Malus domestica,conventional,48.0,51.0,,2011,transects
E1,David_Kleijn_Malus_domestica_Netherlands_2013,51.8601613,5.80627209999999,Malus domestica,conventional,0.0,5.0,,2013,sweep net
E2,David_Kleijn_Malus_domestica_Netherlands_2013,51.8703706,5.4417973,Malus domestica,conventional,5.0,4.0,,2013,sweep net
E3,David_Kleijn_Malus_domestica_Netherlands_2013,51.9029795,5.5128768,Malus domestica,conventional,0.0,4.0,,2013,sweep net
E4,David_Kleijn_Malus_domestica_Netherlands_2013,51.8282669,5.1994014,Malus domestica,conventional,4.0,29.0,,2013,sweep net
E5,David_Kleijn_Malus_domestica_Netherlands_2013,51.7477187,5.1439569,Malus domestica,conventional,2.0,4.0,,2013,sweep net
E6,David_Kleijn_Malus_domestica_Netherlands_2013,52.0425936,5.125056,Malus domestica,conventional,0.0,10.0,,2013,sweep net
E7,David_Kleijn_Malus_domestica_Netherlands_2013,51.8442913,5.6505153,Malus domestica,conventional,1.0,2.0,,2013,sweep net
E8,David_Kleijn_Malus_domestica_Netherlands_2013,51.9036083,5.2891051,Malus domestica,conventional,0.0,8.0,,2013,sweep net
E9,David_Kleijn_Malus_domestica_Netherlands_2013,52.0070326,5.2756257,Malus domestica,conventional,2.0,6.0,,2013,sweep net
E10,David_Kleijn_Malus_domestica_Netherlands_2013,52.0039453,5.2189094,Malus domestica,conventional,6.0,19.0,,2013,sweep net
E12,David_Kleijn_Malus_domestica_Netherlands_2013,52.0388246,5.1987092,Malus domestica,conventional,0.0,7.0,,2013,sweep net
E13,David_Kleijn_Malus_domestica_Netherlands_2013,51.8536685,5.2779504,Malus domestica,conventional,1.0,2.0,,2013,sweep net
E14,David_Kleijn_Malus_domestica_Netherlands_2013,51.8654452,5.3574102,Malus domestica,conventional,1.0,7.0,,2013,sweep net
E15,David_Kleijn_Malus_domestica_Netherlands_2013,51.9172435,5.7995369,Malus domestica,conventional,1.0,7.0,,2013,sweep net
E1,David_Kleijn_Malus_domestica_Netherlands_2014,51.8601614,5.8062722,Malus domestica,conventional,15.0,22.0,,2014,sweep net
E2,David_Kleijn_Malus_domestica_Netherlands_2014,51.8698299,5.444991,Malus domestica,conventional,2.0,16.0,,2014,sweep net
E3,David_Kleijn_Malus_domestica_Netherlands_2014,51.9029796,5.5128768,Malus domestica,conventional,1.0,7.0,,2014,sweep net
E4,David_Kleijn_Malus_domestica_Netherlands_2014,51.827383,5.2030751,Malus domestica,conventional,22.0,44.0,,2014,sweep net
E6,David_Kleijn_Malus_domestica_Netherlands_2014,52.0427288,5.1251719,Malus domestica,conventional,6.0,11.0,,2014,sweep net
E7,David_Kleijn_Malus_domestica_Netherlands_2014,51.8442913,5.6505153,Malus domestica,conventional,4.0,21.0,,2014,sweep net
E8,David_Kleijn_Malus_domestica_Netherlands_2014,51.9036084,5.2891051,Malus domestica,conventional,1.0,7.0,,2014,sweep net
E9,David_Kleijn_Malus_domestica_Netherlands_2014,52.0070327,5.2756257,Malus domestica,conventional,7.0,19.0,,2014,sweep net
E11,David_Kleijn_Malus_domestica_Netherlands_2014,51.8751675,5.2435112,Malus domestica,conventional,2.0,4.0,,2014,sweep net
E13,David_Kleijn_Malus_domestica_Netherlands_2014,51.8536685,5.2779504,Malus domestica,conventional,7.0,19.0,,2014,sweep net
